index,Diff_VIX_1d,Diff_VIX_1w,Diff_VIX_2w,Diff_V2X_1d,Diff_V2X_1w,Diff_V2X_2w,Diff_EURUSD_1d,Diff_EURUSD_1w,Diff_EURUSD_2w,Diff_EURUSDV1M_1d,Diff_EURUSDV1M_1w,Diff_EURUSDV1M_2w,Diff_USGG10YR_1d,Diff_USGG10YR_1w,Diff_USGG10YR_2w,Diff_USGG2YR_1d,Diff_USGG2YR_1w,Diff_USGG2YR_2w,Diff_GDBR10YR_1d,Diff_GDBR10YR_1w,Diff_GDBR10YR_2w,Diff_GDBR2YR_1d,Diff_GDBR2YR_1w,Diff_GDBR2YR_2w,Diff_SX5E_1d,Diff_SX5E_1w,Diff_SX5E_2w,Diff_SPX_1d,Diff_SPX_1w,Diff_SPX_2w,Diff_SRVIX_1d,Diff_SRVIX_1w,Diff_SRVIX_2w,Diff_CVIX_1d,Diff_CVIX_1w,Diff_CVIX_2w,Diff_MOVE_1d,Diff_MOVE_1w,Diff_MOVE_2w
621,0.11,1.41,2.44,-0.1648,2.1044,1.0469,-0.0023,-0.0025,-0.0173,-0.1754,-0.1,-0.2,0.004,-0.1042,-0.1165,-0.0084,-0.1598,-0.1867,-0.015,-0.04,-0.174,-0.025,-0.023,-0.125,-8.52,-90.51,-136.32,-3.69,-22.9,-31.99,0,0,0,-0.11769,0.09372,0.055376,2,3.9,10.1
622,-0.68,-1.58,-1.98,-0.9579,-3.84,-1.7968,0.003,0.004,0.0019,0.115,-0.01,-0.245,0.047,0.0575,0.1132,-1.00E-04,0.0152,0.0214,0.015,0.076,0.131,0,0.037,0.078,43.11,72.82,-3.53,14.27,15.61,-26.34,0.56,-0.91,-0.33,-0.04,-0.18,-0.23,0.33,-7.97,-5.09
623,1.17,1.66,4.29,-0.6031,-0.0902,4.452,0.0017,-0.0225,-0.0171,-0.2375,-0.0575,0.9075,-0.0078,-0.014,-0.0786,-0.024,0.0477,0.0313,0.032,-0.145,-0.115,0.025,0.049,0.159,11.98,-14.06,-3.21,3.44,-2,-2.47,0,0,0,0.0097,0.2168,0.2815,2.4,3.1,5.7
624,0.01,1.42,-2.85,1.14,1.4265,-3.5288,-0.0024,0.0046,0.0157,-0.01,0.2325,-0.085,0.0056,-0.0308,0.0858,-0.0022,-0.051,0.0466,-0.005,0.038,0.146,0.006,0.02,0.07,-15.96,-16.41,59.52,16.34,-0.65,108.44,0.31,1.02,-0.24,-0.03,0.1,-0.29,3.1278,2.3308,-8.3272
625,0.42,-2.6,-9.01,0.6663,-0.1917,-8.3431,0.0144,0.0043,-0.0199,-0.7855,-0.5608,-2.4045,0.0243,-0.0201,-0.1119,1.00E-04,0.0991,0.1338,-0.063,-0.184,-0.207,-0.067,0.005,-0.035,-98.29,-92.19,-67.69,-25.48,-9.39,-12.77,0,0,0,-0.299,-0.008,-1.51,-4.5,-13.6,-50.5
626,-0.54,-0.91,-3.9,-0.4957,0.0367,-1.5952,0.003,0.0288,0.0329,0.0925,-0.52,-1.6625,-0.0091,0.0166,0.0414,0.0041,0.0267,0.0499,0.033,0.097,0.099,0.025,0.151,0.177,23.78,56.57,18.99,13.99,29.18,28.66,0,0,0,0.165,0.0567,-0.4448,0.1,-2.2,-9.4
627,0.34,-0.18,0.08,-0.831,0.3371,-0.3752,-1.00E-04,0.0007,0.0161,0.0025,-0.3375,-1.05,0.029,-0.0028,0.124,-0.0159,0.0196,0.0556,0.02,0.023,0.163,0.016,0.023,0.052,20.77,-5.64,35.44,2.54,8.05,12.83,0.67,0.06,-0.38,-0.18,0.04,-0.33,3.4947,1.5007,3.1178
628,0.39,-1.25,2.1,0.6057,-0.9364,4.0249,-0.0093,-0.0176,-0.0237,-0.02,-0.475,1.91,0.0069,-0.0354,-0.0675,-0.004,-0.0489,-0.0138,0.037,-0.034,-0.105,0.032,-0.012,-0.098,9.27,5.96,-39.91,-6.95,-2.81,-40.77,0.46,1.09,2.49,0.2,-0.07,0.89,1.9389,3.2989,9.4957
629,0.14,1.03,0.3,-1.3445,0.3584,-1.3485,0.0007,-0.0306,-0.0049,0.025,0.4375,0.1025,-0.037,-0.0062,0.1175,-0.0161,-0.0004,0.0562,0.023,-0.019,0.04,0.036,0,0.077,32.31,-33.41,26.98,-3.99,-28.2,-23.5,0,0,0,-0.0226,0.5725,0.2822,1.9,6.9,12.3
630,-0.6,-10.76,-5.84,-0.6558,-5.2124,-2.1463,-0.002,-0.0071,0.0032,0.2625,0.2325,0.445,-0.0458,0.0372,0.0084,-0.017,0.0196,-0.0061,-0.042,0.013,0.115,-0.003,0.02,0.099,29.57,165.89,163.49,16.04,173.24,132.83,0.33,-0.03,0.61,0.07,-0.02,0.13,-0.1198,-1.003,2.4317
631,0.8,2.44,2.21,1.3517,5.5269,5.8457,-0.0023,0.0114,0.0078,0.455,0.85,1.7525,-0.0278,-0.103,-0.1721,-0.0072,-0.0785,-0.118,-0.006,-0.078,-0.15,0.006,-0.005,-0.023,-40.41,-189.29,-280.12,-5.69,-40.87,-49.57,-0.1,-0.08,-0.37,0.26,0.45,1.04,0.2149,3.5748,2.4966
632,-0.37,0.86,1.6,-0.5818,1.2667,2.4466,-0.0106,0.0243,0.0393,-0.225,0.65,0.7,0.0347,-0.0997,-0.1415,-0.0172,-0.1706,-0.2455,-0.033,-0.086,-0.043,-0.105,-0.044,-0.027,33.77,-44.87,-102.26,12.23,-8.2,-19.32,0,0,0,-0.06103,0.4134,0.72305,6.1,5.1,26.3
633,-0.3,-1.46,-0.89,-0.0579,-0.7446,-0.985,0.001,0.0075,0.019,-0.0575,0.1275,0.7525,-0.0304,-0.0934,-0.0954,-0.045,-0.0713,-0.0808,0.031,-0.029,0.036,0.012,0.002,0.028,-1.72,-4.32,-57.63,-4.47,-11.81,-19.66,0.14,-0.2,-1.47,0.03,0.04,0.15,1.5554,-3.2464,-0.8386
634,1.73,-1.03,-5.51,-2.8972,-4.59,-10.597,0.0085,0.0206,0.0503,-1.035,-0.405,-3.39,-0.0751,0.0975,0.1642,-0.0731,0.0143,0.1191,-0.098,-0.01,0.002,0.012,0.091,0.225,50.24,130.66,108.3,-7.65,10.11,27.92,0,0,0,0.0543,-0.3162,-2.0362,1.7,0.2,-7.9
635,-0.46,0.89,1.17,0.5695,1.5432,1.8391,0.001,0.0049,0.001,0.14,0.895,0.8825,0.0386,-0.0427,0.0223,0.0266,-0.0225,0.0388,0.024,-0.012,0.007,-0.006,-0.019,-0.015,-4.74,-25.61,-65.13,10.73,-32.7,-71.55,0.54,1.99,3.17,0.05,0.17,0.11,1.52,12.84,20.07
636,0.13,-0.76,-0.59,0.1895,2.0564,2.7051,-0.0054,0.0091,0.0209,-0.2375,0.11,0.645,-0.0073,-0.0478,0.0416,-0.0208,-0.1025,-0.0864,-0.007,0.036,0.101,-0.008,-0.053,-0.025,-19.8,-60.33,-69.13,-32.57,-2.7,-15.2,0.37,3.23,3.45,-0.17,-0.01,0.3,2.8473,8.3637,6.5507
637,1.64,6.74,5.82,0.8376,4.7578,5.0551,-0.002,-0.007,-0.0188,0.1025,-0.04,0.05,-0.0547,-0.2421,-0.2318,-0.0463,-0.1986,-0.175,-0.046,-0.177,-0.226,-0.028,-0.097,-0.126,-29.35,-165.89,-172.06,-26.34,-102.62,-102.93,0.11,-0.25,0.87,0.06,0.23,0.63,1.1584,0.4089,1.7389
638,-0.83,-0.41,-0.57,1.0337,-2.2928,0.7904,-0.0034,-0.0326,-0.0326,-0.0275,-0.74,0.615,-0.0122,-0.2049,-0.2392,-0.0122,-0.0909,-0.0678,-0.007,-0.218,-0.392,0.008,-0.038,-0.057,-57.49,98.37,64.48,8.77,9.4,1.59,-0.28,-1.78,-2.09,0.02,0.1,0.56,0.6106,-7.2762,-9.3097
639,0.89,1.48,1.68,0.2148,0.838,0.3375,0.0036,-0.0069,0.0128,-0.0225,-0.23,-0.4025,-0.0684,-0.1022,-0.0969,-0.0209,-0.039,-0.041,-0.022,-0.052,-0.013,-0.007,-0.02,0.013,-12.35,-64.33,-68.05,-15.51,-30.57,-35.79,-0.05,-0.55,0.33,0.09,-0.17,0.03,-1.1587,-1.4972,2.524
640,-3.89,-0.54,0.06,-1.0235,-0.9832,1.3565,0.0092,0.0054,0.0077,-0.245,-0.325,0.415,0.0659,-0.1615,-0.3055,0.0393,-0.1264,-0.2556,0.058,-0.01,-0.095,0.005,0.016,-0.08,35.62,-5.74,-35.93,23.2,-7.56,-22.33,0,0,0,-0.4686,-0.3059,0.1694,2.9,-9.1,-7.3
641,0.5,-0.83,-0.18,1.0743,-1.1325,-0.8516,0.0049,0.0025,0.0124,0.1825,-0.245,-0.345,-0.0119,0.0761,0.1004,-0.0256,0.0042,-0.0036,-0.002,0.059,0.096,0.003,0.005,0.008,-37.5,49.15,49.31,-10.82,1.79,-6.95,-0.1,0.73,0.95,0.19,0.03,-0.08,2.6844,4.4105,6.6956
642,1.17,3.23,0.9,0.3556,4.9385,-1.4533,-0.0075,-0.0041,0.0008,0.0475,0.06,0.9275,0.0337,0.0317,0.0954,0.0277,0.0535,0.0532,0.042,-0.086,0.092,0.008,-0.018,0.022,33.2,-34.65,201.8,-8.76,-37.91,20.05,0.67,1.53,2.14,-0.02,0.18,0.02,-0.1829,5.9012,7.2311
643,-1.41,1.37,1.48,-0.6611,1.1308,2.3951,-0.0033,-0.0157,-0.014,-0.08,-0.8675,-0.3575,0.0887,0.0959,0.1188,0.1388,0.1822,0.2252,0.027,0.064,0.066,0.019,0.014,0.035,37.72,-20.26,-72.35,36.8,-54.63,-102.78,-2.56,-1.42,-1.03,-0.19,-0.38,-0.03,-10.9381,-11.6764,-13.9953
644,1.73,-1.03,-5.51,-2.8972,-4.59,-10.597,0.0085,0.0206,0.0503,-1.035,-0.405,-3.39,-0.0751,0.0975,0.1642,-0.0731,0.0143,0.1191,-0.098,-0.01,0.002,0.012,0.091,0.225,50.24,130.66,108.3,-7.65,10.11,27.92,0,0,0,0.0543,-0.3162,-2.0362,1.7,0.2,-7.9
645,-2.35,-0.43,0.63,-3.8595,-1.0953,0.4182,0.0022,-0.0165,-0.023,-0.965,-0.775,0.03,0.0304,-0.0896,-0.1064,-0.008,-0.0371,-0.0361,-0.008,-0.231,-0.257,-0.01,-0.045,-0.052,58.02,-63.9,-135.25,12.14,-23.31,-28.33,-0.18,-1.58,-3.06,-0.66,-0.54,-0.19,-0.3,-8.4,-10.6
646,1.13,2.83,3.83,-0.1242,1.4524,1.2966,0.0056,-0.0042,-0.0142,-0.16,0.075,0.39,0.0052,0.0078,0.0424,-0.0058,-0.0257,-0.0261,-0.032,0.01,-0.025,-0.017,-0.001,-0.008,-43.33,-63.09,-79.03,12.54,-106.82,-156.9,-5.64,-6.2,-0.94,0.04,0.32,0.54,-1.48,4.17,2.46
647,-0.53,-1.97,-1.23,-0.2625,-1.1735,-1.9509,0.0044,0.0007,-0.0165,-0.3,-0.085,0.315,0.0144,-0.0524,-0.0962,-0.0001,-0.007,-0.0193,0.024,0.002,-0.093,0.005,0.006,-0.091,-16.77,-21.25,67.31,2.28,3.86,-3.61,-0.22,-3.08,-3.93,-0.06,-0.27,-0.23,1.7552,-6.3354,-0.9421
648,-5.24,-2.88,-1.36,-4.2986,-0.6783,-0.1794,0.0113,-0.0198,-0.0229,-0.6375,0.2075,0.0775,0.1092,-0.0452,-0.2082,0.0568,0.0073,0.0575,0.121,0.079,0.1,0.084,0.091,0.138,91.71,21.26,-34.19,37.21,3.37,-7.92,0,0,0,-0.2701,0.1605,0.5149,0.7,-10,-13.4
649,-0.02,0.22,-0.44,0.6477,2.014,-0.1277,-0.0016,-0.003,0.0054,0.065,0.115,0.245,0.0349,0.0471,0.122,0.0083,0.0128,0.0648,0.02,0.04,0.129,0.005,-0.005,0.007,6.36,21.74,59.03,9.35,-42.11,-50.84,1.25,2.21,1.37,0.15,0.29,0.3,4.34,7.29,2.32
650,-1.19,-2.34,-3.62,-0.6913,-0.157,-2.782,0.0009,0.0002,-0.0034,-0.155,0.195,-0.3375,0.0338,0.1092,0.089,0,-0.002,0.0012,0.026,0.165,0.102,0.016,0.042,0.038,20.84,7.85,-1.12,8.07,18.16,19.41,0.87,0.63,0.61,0.08,0.11,0.05,2.3804,-0.2669,-4.7509
651,-0.22,-0.04,4.84,2.3031,4.4087,13.3194,0.0039,-0.0048,0.0284,0.0075,0.6725,2.9825,0.0973,-0.0149,0.0354,0.0378,-0.01,-0.0385,0.027,-0.107,0.003,-0.005,-0.044,-0.034,76.56,-87.05,-228.58,8.02,0.16,-49.86,-0.42,-0.77,2.94,0,0.11,1.27,1.7807,-2.2697,13.7495
652,-0.77,-0.18,-0.47,-0.7564,-0.8477,0.0931,-0.0069,0.0049,-0.0171,-0.095,-0.075,0.1825,-0.0051,-0.0008,-0.1561,-0.0039,0.012,-0.0039,-0.023,0.08,0.014,-0.015,0.083,0.02,-7.11,-20.77,-52.76,6.72,-2.37,-14.18,-0.05,1.73,-0.53,0.02,0.02,0.53,0.8,-0.4,-5.3
653,0.08,1.68,1.83,0.3994,2.532,-0.1438,0.0005,-0.0069,-0.0262,0.345,0.61,0.18,0.0126,0.0537,0.1481,0.016,0.0434,0.0588,0.033,-0.024,0.067,0.01,0.013,0.04,-14.22,-62.1,12.13,-2.25,-34.09,-47.36,0.1,1.29,3.38,0.18,0.23,-0.19,2.5798,4.7275,8.3071
654,0,-2.65,-0.71,-0.0823,-1.5229,-1.2154,-0.0004,-0.0093,-0.0166,0.05,-0.175,-0.175,-1.00E-04,0.016,-0.0119,1.00E-04,0.0425,0.001,-0.042,-0.027,-0.034,-0.035,-0.027,-0.065,-11.23,38.86,-25.3,0,14.75,-24.5,0,0,0,-0.006926,0.485002,-0.18462,0,-4.6,3.7
655,0.3,1.45,5.6,-2.1066,1.481,5.9351,0.0062,0.0077,-0.0031,-0.335,-0.1725,-0.065,0.0052,-0.0511,-0.1114,-0.0099,-0.0543,-0.1117,-0.006,-0.102,-0.082,-0.002,-0.034,-0.071,52.78,10.34,-101.4,-17.83,-4.93,-173.91,0.08,-0.29,-2.05,-0.21,-0.16,-0.12,2.18,-0.12,-5.42
656,0.64,-0.63,-5.64,1.686,2.0575,-2.7751,0.004,0.0095,0.0029,0.21,-0.24,-0.18,-0.011,-0.066,0.0363,-0.0266,-0.0475,-0.0262,0.017,0.001,0.09,0.004,0.013,0.027,-23.15,-10.06,59.73,2.15,37.55,144.48,-0.01,-0.13,-0.42,-0.01,-0.15,-0.1,0.1438,2.1276,-0.4984
657,0.69,-3.35,-0.94,0.0638,-5.3103,0.0852,0.003,0.0003,0.0131,0.055,-0.785,0.135,0.0462,0.1511,-0.0801,-0.0035,0.0596,-0.0352,0.02,0.115,0.089,0.023,0.09,0.022,20.61,100.94,1.96,0.59,10.61,2.99,0,0,0,-0.003,-0.8367,-0.0697,4,1.6,-2.1
658,1.99,3.69,2.77,-6.455,1.9059,1.835,0.0047,-0.0168,-0.0041,0.05,1,0.625,-0.1648,-0.2437,-0.1369,-0.1534,-0.2923,0.0782,0.103,-0.002,0.146,0.147,-0.086,0.129,175.69,-56.33,36.6,-28.1,-51.8,-26.14,0,0,0,0,0.85089,1.00086,-17.8,-14.5,1.4
659,0.23,-0.57,-1.91,1.0238,-0.9276,-2.7578,0.0094,-0.0187,-0.0099,-0.325,-0.0875,0.1489,0,0.1989,0.1891,-0.0423,0.2669,0.3591,0.029,0.105,0.133,0.041,0.162,0.2,-0.75,86.31,151.38,-0.07,39.55,55.03,0,0,0,-0.039943,-0.307587,-0.210367,1.1,5.3,12.7
660,-0.44,-4.04,-5.69,-0.5202,-3.7394,-6.9141,-0.0013,-0.0085,-0.0165,-0.06,-0.075,-1.31,0.0087,-0.0608,-0.0614,-0.0124,-0.001,0.0221,-0.007,-0.14,-0.131,-0.006,-0.036,-0.023,6.45,38.61,84.58,8.17,25.18,19.81,-0.08,-1.58,-2.25,-0.04,-0.2,-0.12,-0.6232,-8.6741,-15.5523
661,0.71,-0.84,-2.07,1.3284,-0.2951,1.4289,-0.0046,0.0154,-0.0134,0.335,-0.725,0.335,0.0092,0.0497,0.2393,0.0283,0.0169,0.1192,0.006,0.072,0.133,-0.005,0.165,0.216,-23.3,50.46,39.64,-2.92,20.21,26.13,0,0,0,0.2218,-0.031,0.1138,-1.9,2.1,5
662,0.22,0.13,-0.25,-0.2474,-1.6703,-1.5225,-0.0021,-0.0062,-0.0125,-0.1,0.2,0.375,0.0262,0.0905,0.0684,0.0252,0.1177,0.1122,0.024,0.028,0.011,0.01,0.006,-0.029,-61.9,-99.44,-65.78,-15.62,-31.5,-41.22,0,0,0,0.116916,0.075385,0.362695,-0.9,-1.3,0
663,2.79,3,4.03,4.2721,8.5631,8.7832,0.0075,0.0068,-0.0029,0.85,2.39,2.805,0.0035,-0.0969,-0.0676,-0.0121,-0.0327,-0.031,0.025,-0.144,-0.146,0.043,-0.067,-0.056,25.59,-5.58,-83.49,-1.94,7.82,-19.32,0,4.13,5.5,0.57,1.34,1.83,9.7,20.3,22.2
664,0.8,2.44,2.21,1.3517,5.5269,5.8457,-0.0023,0.0114,0.0078,0.455,0.85,1.7525,-0.0278,-0.103,-0.1721,-0.0072,-0.0785,-0.118,-0.006,-0.078,-0.15,0.006,-0.005,-0.023,-40.41,-189.29,-280.12,-5.69,-40.87,-49.57,-0.1,-0.08,-0.37,0.26,0.45,1.04,0.2149,3.5748,2.4966
665,-0.71,-1.17,-2.25,-1.1776,-2.8929,-2.7562,0.0023,0.0563,0.0675,-0.265,-2.02,-1.82,0.0315,0.1184,0.1318,0,0.056,0.0809,-0.033,0.143,0.13,-0.067,0.111,0.004,8.5,106.49,127.58,4.6,14.92,31.75,0,0,0,-0.4204,-0.8994,-0.7857,-3.8,-6.1,-4
666,-0.95,0.32,1.21,-0.1141,1.0293,1.6524,0.0006,0.0314,0.0393,0.12,-0.3625,-2.05,0.0442,0.03,-0.1435,0.0081,0.0081,-0.1367,0.058,0.183,0.053,0.013,0.095,0.077,-16.51,-125.29,-186.96,11.83,-35.12,-79.02,-0.01,0.12,-0.24,0.08,-0.48,-0.75,1.4387,1.306,-2.1876
667,0.56,-1.2,-1.33,-0.1902,-2.6862,-3.8335,-0.0076,0.003,0.016,-0.1225,-0.205,-0.975,0.0408,0.0851,0.0771,0.0241,0.0807,0.0071,-0.011,0.088,0.12,-0.025,0.094,0.089,-8.69,53.35,46.5,-2.11,-3.15,-17.68,0,0,0,0.2552,0.2545,-0.0714,1.6,7.5,6.8
668,0.24,-0.1,-0.59,-0.3974,0.1824,0.2455,0.0004,0.0061,-0.0013,0.625,0.805,1.6,0.0603,-0.1059,-0.2333,0.0397,-0.1259,-0.1901,0.047,-0.084,-0.193,0.04,-0.079,-0.052,29.87,-50.75,-75.93,-3.53,-18.11,-1.06,0.17,0.15,0.07,0,0.38,0.35,-1.2075,-0.898,-0.5402
669,0.3,-0.14,-1.39,0.4789,-0.1188,-0.5912,0.0015,0,0.0153,0.1925,0.3075,0.95,0.0447,-0.0001,-0.1432,0.0198,-0.0177,-0.1022,0.042,0.05,0.03,0.022,0.028,0.038,0.99,3.46,-31.66,-2.24,-11.17,-9.47,0.28,0.53,-1.52,0.17,0.15,0.17,0.9719,0.336,-5.5264
670,0.24,2.08,1.92,0.1597,3.4921,2.4317,0.0094,0.0005,-0.0138,-0.18,0.59,1.64,0.0038,-0.0679,-0.0889,0.0159,-0.0792,-0.1358,-0.007,-0.055,-0.066,0.009,-0.045,-0.094,-44.23,-148.97,-169.89,-11.22,-34.21,-45.5,0,0,0,0,0.0213,0.8654,1.8,2.3,4.8
671,-1.76,-8.59,-5.96,-1.6256,-10.2938,-5.6613,-0.0052,0.0006,0.003,-0.305,-0.8775,-0.325,0.0499,0.1537,0.1667,0.0237,0.0371,0.0344,-0.01,0.127,0.12,-0.011,0.04,0.067,45.58,229.89,124.6,25.21,165.8,114.53,0.25,-0.22,1.02,-0.34,-1.4,-0.85,-0.17,4.68,8.8382
672,-0.15,1.12,0.79,-2.5416,0.0195,1.2073,-0.0004,0.0095,0.0104,-0.1575,0.285,1.2375,0.0482,0.0463,0.0604,0.01,-0.0204,-0.029,0.062,0.074,0.051,0.021,0.075,0.023,42.38,-3.2,13.71,5.36,10.6,-4.43,-0.38,0.78,2.28,-0.04,-0.26,0.22,-3.3433,-2.4087,1.9914
673,-1.33,-1.38,-4.55,-1.0589,0.1233,-4.2481,-0.001,-1.00E-04,0.0199,0.0675,0.235,-0.4825,0.0643,0.0659,0.2005,0.0243,0.0207,0.03,0.065,0.15,0.219,0.023,0.052,0.123,14.66,38.69,147.33,3.99,-2.53,34.31,0,0,0,0.12,0.07,-0.32,4.9,10,9.4
674,0.4,1.38,2.63,-1.1505,1.4326,3.183,0.0024,-0.0063,-0.0144,-0.1025,0.9975,1.1875,-0.0737,-0.1281,-0.0804,-0.0158,-0.044,0.0117,-0.037,-0.056,-0.033,-0.02,0.004,0.053,20.74,-24.22,-120.55,-6.8,-38.74,-64.63,-1.67,-3.18,1.66,0.070001,1.040001,1.030001,-2.2508,2.8163,8.9803
675,0.01,0.23,0.82,0.4549,1.0515,0.705,0.0028,-0.0043,0.0033,-0.38,-0.53,-0.055,0.007,0.1264,0.1866,0.0119,0.0762,0.0608,0.007,0.091,0.104,0.011,0.014,0.015,-15.38,-8.1,-10.86,-4.83,-35.02,-46.63,-0.07,0.71,-0.6,-0.03,0.09,0.28,-5.38,0.31,2.89
676,-0.18,-1.69,-3,0.7571,-0.0466,-1.7031,-0.0034,-0.0026,-0.0249,0.45,0.7261,0.6761,0.0693,0.1025,0.2976,0.1412,0.0972,0.4148,0.021,0.031,0.009,0.048,0.134,0.101,-22.75,105.5,180.02,9.21,42.14,80.14,0,0,0,0.21435,0.457304,0.06725,1.3,6.8,17.5
677,0.28,-0.43,1.08,-0.4036,0.888,2.5826,-0.0036,-0.0061,0.0108,-0.2825,0.3275,0.9975,0.0035,0.1459,0.0034,0.008,0.0325,-0.1423,-0.011,0.07,-0.01,-0.003,-0.007,-0.024,-17.48,-56.71,-83.16,-5.91,-4.06,-11.87,0.77,0.65,-0.07,-0.21,-0.13,-0.5,2.5702,0.3856,2.1367
678,-2.16,-1.84,-4.25,-1.2957,0.5439,-5.2415,0.0014,0.0119,0.0525,-0.4,-0.15,-1.8205,0.0867,0.0588,0.1718,0.0752,0.033,0.0982,0.098,0.043,0.218,0.095,0.022,0.165,32,-53.22,126.58,25.36,9.37,49.89,0,0,0,0,-0.377,-1.459,0.2,6.8,-2
679,0.11,0.1,-7.97,0.797,0.9616,-3.0209,-0.0099,-0.0113,-0.0215,-0.125,0.125,-0.05,0.0719,0.1335,0.2969,0.0677,0.1194,0.3483,0.026,0.062,0.16,0.013,0.013,0.085,-27.99,-11.27,82.3,-11.04,-15.42,45.22,0,0,0,-0.098968,-0.004732,-0.025496,0,-1.1,-10.5
680,2.14,2.14,4.86,2.0221,1.3193,10.7586,0.0077,0.0213,0.0143,0.76,0.3075,1.8675,-0.0688,0.0949,-0.0479,-0.0455,0.0575,0.0057,-0.049,0.121,-0.073,0.013,0.035,0.002,-71.98,130.11,-182.89,-14.31,-18.23,-45.84,0.43,0.17,1.57,0.11,-0.37,0.72,1.9691,1.7894,11.4624
681,-1.52,0.23,0.63,0.5113,-1.7139,0.0266,0.0144,0.0025,-0.0144,-0.15,-0.2,0.2,0.0689,0.0033,0.1418,0.0812,-0.0847,0.0865,-0.043,0.049,-0.052,-0.014,-0.069,-0.224,-26.7,28.01,22.77,25.69,15.22,4.86,0,0,0,-0.1212,-0.21742,0.04236,-5.7,-10.5,-6.2
682,-1.04,-1.64,-1.91,0.4347,-1.6008,-2.2648,0.0136,0.0184,0.0266,-0.07,-0.355,-0.155,0.0542,0.0977,0.0996,0.04,0.0648,0.0821,-0.006,0.029,0.053,-0.091,-0.084,0.001,-3.41,89.42,137.75,15.08,28.18,40.88,0,0,0,-0.2222,-0.2098,-0.1308,-3.1,2,3.4
683,-0.46,-0.44,-3.76,0.6849,0.1057,-2.4065,-0.0039,0.0102,0.0188,0.215,-2.11,-1.865,0.0304,-0.0598,-0.1391,-0.0004,-0.102,-0.147,0.013,-0.077,-0.078,-0.01,-0.007,0.031,-4.84,-34.1,25.69,10.05,-10.52,43.44,0.34,0.46,0.96,-0.06,-0.37,-0.53,0.0428,-3.606,3.6703
684,0.35,1.01,3,0.8576,-0.1006,2.1797,-0.0026,-0.0005,0.0157,0.3625,-0.18,0.345,0.0632,0.0321,-0.0885,0.0275,0.0158,0.0278,0.042,0.107,0.109,0.018,0.032,0.096,-17.05,32.05,-56.9,-9.94,-12.15,-49.36,5.3,3.64,2.55,0.31,0.2,0.55,6.3387,-5.8084,4.485
685,0.73,-0.19,2.85,1.7536,2.862,4.1132,0.0094,0.0375,0.0354,-0.065,-1.14,-1.275,-0.0531,0.0187,-0.3062,-0.0322,0.016,-0.1977,-0.031,0.036,-0.144,-0.022,0.088,0.047,-11.03,-40.37,-105.74,-4.06,6.27,-24.13,0,0,0,0.0295,-0.5162,-0.6524,-3.1,-1.7,-14.1
686,0.71,0.27,-0.73,-1.2332,-2.5401,-0.9495,-0.0062,-0.0252,-0.0251,0.7175,-0.9825,0.4475,-0.0826,-0.2232,-0.3589,-0.0447,-0.0828,-0.0997,-0.001,-0.291,-0.448,0.003,-0.054,-0.065,56.03,138.51,147.04,-5.84,-5.57,3.59,-0.55,-1.68,-2.58,0.47,0.08,0.56,-1.8722,-10.129,-13.1553
687,1.99,3.6,6.28,-0.7961,2.2227,6.251,-0.0025,0.0015,-0.0017,0.215,-0.005,0.125,0.0257,-0.0856,-0.0234,0.0117,-0.03,-0.0847,0.025,-0.014,-0.008,0.014,0.015,0.003,12.78,-50.26,-100.98,-49.5,-92.22,-130.72,0.88,-0.01,0.98,-0.11,-0.12,-0.13,3.69,0.16,1.72
688,0.76,-3.1,-5.96,-0.5592,-1.1575,-6.1535,-0.004,-0.0154,-0.0533,0.075,-0.525,-2.9,-0.0774,0.0919,0.2407,-0.0234,0.1483,0.2908,0.054,0.129,0.172,0.013,0.019,0.261,65.31,129.41,243.69,4.59,57.97,54.74,0,0,0,0.26961,-0.14935,-2.2451,-3.5,-17.4,-16.6
689,-0.77,-0.03,-1.13,-0.7564,-0.6478,0.073,-0.0069,0.0059,-0.0177,-0.095,-0.035,0.2725,-0.0051,-0.0059,-0.0859,-0.0039,0.008,0.0121,-0.023,0.091,0.038,-0.015,0.087,0.053,-7.11,-26.12,-55.29,6.72,-1.89,2.6,-0.05,1.65,0.72,0.02,-0.21,0.16,0.8,-1.3,-1
690,-0.55,-3.9,-4.29,-0.3758,-2.951,-4.7543,-0.0052,-0.0064,-0.0154,0.15,0.2192,-0.2,-0.002,0.0002,0.2445,-0.0168,-0.0008,0.3116,-0.033,-0.117,0.12,-0.019,-0.148,0.065,4.97,26.67,69.16,2.68,26.62,45.56,0,0,0,0.07321,-0.08729,-0.55502,4.8,8.6,-4.9
691,0.03,-0.8,-0.12,-0.6001,-0.5328,-0.1174,-0.002,-0.0016,0.0011,0.095,0.7775,1.5475,0.0409,-0.0397,-0.1468,0.0337,-0.068,-0.138,0.046,-0.003,-0.091,0.023,-0.058,-0.041,5.31,-50.93,-50.35,-0.99,-33.14,-0.16,0.15,0.36,0.45,0.22,0.58,0.57,0.6217,-0.8699,2.6533
692,-0.29,0.31,-1.13,-0.2594,0.8717,-0.0393,-0.0028,-0.0006,-0.0043,-0.2925,-0.665,-0.45,-0.0411,-0.0625,-0.1293,-0.0081,-0.0003,-0.0072,-0.038,-0.041,-0.063,-0.01,-0.023,-0.022,32.13,8.55,4.07,3.66,-10.95,-9.37,-0.35,-2.64,-5.5,0.01,-0.47,-0.68,-3.9817,-6.7427,-14.8333
